review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,label,label_method
one of the worst drivers you can get from this app. its so disappointing,1,2026-04-17 15:15:08,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5972174406051636,Driver Behavior & Safety,medium,72,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
PickMe asked me to cancel the order even after it was ready for pickup from Hurry Up Homagama. Happened more than once. PickMe app seems to be glitching.,1,2026-04-17 11:23:36,English,Negative,0.9988,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4236545860767364,App Bugs,low,153,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Placed two food orders and they couldn't find a rider for the delivery. had to self pickup. worst app,1,2026-04-17 10:03:28,English,Negative,0.9998,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4302848577499389,Delivery Issues,low,101,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
map location is very bad,3,2026-04-16 18:38:21,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2506585717201233,Driver Behavior & Safety,low,24,zero-shot-bart-large-mnli,App Bugs,keyword_rule
drivers are really indecent most of the time,5,2026-04-16 16:58:45,English,Negative,0.9414,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7898215055465698,Driver Behavior & Safety,high,44,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
piekme patta hodai.habai lagata yanna hadissiyakata piekme drivers la anna na.aka poddak hada gattha nam 100%i.,4,2026-04-15 18:02:28,English,Negative,0.993,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7305073142051697,Driver Behavior & Safety,high,111,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst customer service. not answering phones. totally worthless. don't use this,1,2026-04-15 14:53:29,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8232496976852417,Support & Refunds,high,79,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
really disgusting app. unacceptable reliability. The company has told a driver that a Wagon R can take only 3 people which is absurd. Wonder what their reason behind it. Such a stupid company.,1,2026-04-14 22:48:22,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4300478100776672,Driver Behavior & Safety,low,192,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Please have an auto cancellation after 1 hour if a delivery partner has not picked the order so we can order from elsewhere. Some times the merchant does not answer. Also, there is still quite a bad delay in the map sometimes. Please fix this.",3,2026-04-14 21:46:27,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2868967950344085,App Bugs,low,243,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
need to increase there driver search,3,2026-04-12 14:07:27,English,Negative,0.9927,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7262558341026306,Driver Behavior & Safety,high,36,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"I am extremely disappointed with my experience using the PickMe app. What used to be a convenient and reliable service has now become frustrating and unreliable. On multiple occasions, drivers have either accepted my ride and then canceled at the last minute or taken far too long to arrive without any proper updates. It feels like there is no accountability, and customers are left waiting without any clear communication. One of the biggest issues is the timing. The app often shows that a driver",2,2026-04-10 15:34:39,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.643065869808197,Driver Behavior & Safety,medium,499,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"I waited nearly 2 hours for my lunch to deliver, but no driver accepted the delivery. There was no proper communication or update during the wait. This is very poor service and a frustrating experience, and i will not use this service again.😡",1,2026-04-10 13:30:53,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5430582165718079,Driver Behavior & Safety,medium,242,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
worst app..it wasted drivers and passengers time and money,1,2026-04-07 10:06:41,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3105276823043823,App Bugs,low,58,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"absolutely the worst service ever. it started out good but now since their issue with not being able to use google maps, the app sucks. sometimes drivers go to the drop to pick someone up😑 and the prices seem to be getting higher too, not to mention most of the drivers are unfriendly and without any sort of ethics. they will accept the ride, wait a few minutes and cancel it themselves. worst app ever.",1,2026-04-07 08:10:46,English,Negative,0.9994,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7624216079711914,Driver Behavior & Safety,high,404,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
the worst app ever isn't a very good takes lots of time to get a driver and the drivers are very bad,1,2026-04-06 12:02:34,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7765836119651794,Driver Behavior & Safety,high,100,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
The drivers on this site is absolutely unqualified as professional drivers. Almost every driver will tackle for extra money.,2,2026-04-04 13:07:37,English,Negative,0.9939,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6557797193527222,Driver Behavior & Safety,high,124,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Very bad experience with PickMe. 1) About 2 months ago, LKR 100 was deducted for a courier order. The rider accepted and then cancelled, but the amount was never refunded. 2) On March 29: - LKR 100 was deducted when placing the courier order. - Later, LKR 250 was deducted again from my card. - Another LKR 250 was deducted from my PickMe coins. Multiple incorrect charges and no refunds so far. I also contacted support but got no response.",1,2026-04-03 17:23:46,English,Negative,0.9994,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8059917092323303,Support & Refunds,high,441,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"""Customer service is extremely poor... they don’t even answer calls... and even when they do, they don’t respond to the actual question asked.""",1,2026-04-03 10:51:21,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8251640200614929,Support & Refunds,high,143,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
I ordered some food items in pick me app . and shop said Oder is ready but driver is not connected. I ordered in 12.40 pm now time 16.08 pm still not delivered yet. succha waste app . still I'm in Hungary 😡🤬 and also I called do hot line they're not responding. cutting my call,1,2026-04-01 16:16:26,English,Negative,0.9992,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4416291415691376,Delivery Issues,low,277,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"😡😡😡Very disappointing experience with this app. After adding my car details and linking three payment cards for purchases through Pick Me, I noticed several unauthorized deductions from my accounts. A significant amount of money was taken without clear explanation. I reported the issue many times but have not received any refund so far. Customer service is extremely poor, calls are not answered, and responses are unclear. I strongly advise users to be careful before using this app.😡😡😡",1,2026-03-31 14:50:05,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8977406024932861,Support & Refunds,high,489,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
I really satisified with this app. But I have concern in displaying our phone number detail to the drivers. please only allow them to contact us through the app only. Don't share our contact number with them. I had a bad experience on 28th March 2026. The driver called me and scold me in bad words. This is not good.,3,2026-03-31 11:44:12,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.698997437953949,Privacy & Security,high,317,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"Please fix these bugs. Early this morning, I booked a ride and completed it, but then another ride was automatically booked. Now the PickMe driver is shouting at me and insulting my mother.",1,2026-03-31 07:58:09,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8741418719291687,Driver Behavior & Safety,high,189,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very unfair taxi service,1,2026-03-30 14:22:58,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6746873259544373,Driver Behavior & Safety,high,24,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Pikme drivers are not paid enough, they ask for more money at the end of a hire we go to. Pikme company should take care of this.",1,2026-03-30 12:23:09,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6118960380554199,Driver Behavior & Safety,medium,129,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"no responsibility for the incorrect food delivered.. no refunds. just apologies.. we pay for food. delivery package,late night fees. fuel surcharge, busy time fees and many more but no control or governance over incorrect delivery",1,2026-03-29 22:48:53,English,Negative,0.9986,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5642234683036804,Delivery Issues,medium,230,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"🤮🤮🤮🤮Pickme is the worst taxi app in Sri Lanka, they have hidden fees and the worst customer service.",1,2026-03-29 06:46:56,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6311371922492981,Support & Refunds,medium,100,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
i don recomend this app some drivers dont accept rides,1,2026-03-28 17:32:13,English,Negative,0.9971,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5084289908409119,Driver Behavior & Safety,medium,54,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"I purchased tickets from Pickme for NeYo live in Colombo in September, and however the show was cancelled without any reasons only 2 days before the date of the event. I applied for a refund on January and I have been waiting for a refund for three months and nothing happened. DO NOT EVER TRUST PICK ME PLATFORM FOR EVENT TICKETS !!!!!! Dear PickMe, stop doing scams and actively help people who trusted you in the process of returning the tickets.",1,2026-03-28 11:02:30,English,Negative,0.998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5600513219833374,Support & Refunds,medium,449,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"Back in September 2025, I purchased 120k worth of tickets via the Pick Me app for an event. The event eventually got cancelled. It's March 2026 and I'm still waiting on the refund.",1,2026-03-28 09:52:59,English,Negative,0.9983,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3583652675151825,Support & Refunds,low,180,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"This is the worst hide railing, delivery partner and event management partner. Do not fall for their over priced rates. they estimate one rate and then when you get off it magically changes. They also oragnize fake events such as ""NeYo - Live In Sri Lanka"" mark the event as completed after cancelling the event and do not refund the ticket holders money. Before using this unprofessional customer unfriendly app, their customer support is also absolutely horrible. MY ADVICE PLEASE USE UBER",1,2026-03-28 09:43:00,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6338555812835693,Support & Refunds,medium,491,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"No discounts, the cost is soo much more than uber",1,2026-03-27 11:46:41,English,Negative,0.997,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.6319449543952942,Pricing & Bidding,medium,49,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
don't use it.it is not safety and high price some times.,1,2026-03-27 06:48:07,English,Negative,0.9976,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4229147434234619,Driver Behavior & Safety,low,56,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
They charge more money.. They charge more than 8%...,1,2026-03-26 15:11:54,English,Negative,0.98,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4896894991397857,Pricing & Bidding,medium,52,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"PickMe is an extremely poor app. It exploits its drivers and fails to ensure passenger safety. In comparison, Helago is a superior alternative.""",1,2026-03-26 09:36:43,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6547629237174988,Driver Behavior & Safety,high,144,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
This app is taking too much money from people...and ripping off drivers.,1,2026-03-26 04:13:10,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3338640630245209,Pricing & Bidding,low,72,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
Evening is good but location tracking sometimes bugs. 💯✊🇱🇰,5,2026-03-26 02:27:17,English,Negative,0.9709,NEGATIVE,"privacy, security, data, account safety",0.7590675354003906,Privacy & Security,high,58,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"They always charge more than the amount, and the call center doesn't give any proper answers even when you call. Alternatives like Helago and Uber seem to be better.",1,2026-03-26 02:27:08,English,Negative,0.9989,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7193486094474792,Support & Refunds,high,165,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
one of the worst app ever experienced i ordered food it's almost 4hrs delayed still not cable to cancel the order still it's. showing delivery partner assign soon worst app ever,1,2026-03-25 16:35:49,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5566553473472595,Delivery Issues,medium,177,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
useless at times. useless hotline. food gets delayed at times without anyone being able to settle it.,1,2026-03-23 00:03:14,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5234894156455994,Support & Refunds,medium,101,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"This all is a scam, don't use it !",1,2026-03-22 13:46:59,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3995122015476227,Support & Refunds,low,34,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
Very Bad Expirience. Driver completely misguide the instructions given. May be he is done it purposely for increase the hire amount..,1,2026-03-22 12:30:31,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.925036609172821,Driver Behavior & Safety,high,133,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very bad because they are crediting 500 each and every month without our permission don't download this app ( for you keep your account safe ).,1,2026-03-20 04:58:07,English,Negative,0.9997,NEGATIVE,"privacy, security, data, account safety",0.901780605316162,Privacy & Security,high,143,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"‼️‼️I honestly don’t even feel like giving one star for this app. I’ve been using PickMe for a long time, but recently I’ve been facing sudden price hikes that are very confusing. Even when I travel a shorter distance than the estimated kilometers, I get charged a higher price than what a normal tuk driver would take. Sometimes, for the same distance, the fare is much higher than the usual price they charge.",1,2026-03-19 13:22:54,English,Negative,0.9292,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7796596884727478,Pricing & Bidding,high,411,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"Used PickMe for a short ride from Shangri-La Colombo to Gini. Estimated fare was ~LKR 578 (21 mins, no traffic). We arrived and were already seated for dinner by 7:30 PM, yet the app charged LKR 2,497 and shows a trip duration of 1 hour 37 minutes — which is impossible. Support claimed I “requested a longer route,” but that does not explain a fabricated duration after drop-off. This is an obvious billing error and extremely concerning. Use with caution or avoid totally! scammers",1,2026-03-19 10:32:03,English,Negative,0.9978,NEGATIVE,"privacy, security, data, account safety",0.3777074515819549,Privacy & Security,low,483,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
purchased event tickets from them due to trust in company. event got cancelled and no refund as yet 3 months later!,1,2026-03-19 01:57:59,English,Negative,0.9985,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7123799324035645,Support & Refunds,high,115,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
Tried to get taxi from airport to Kadawatha 28/02/2026 Morning. 12 times driver's canseled the trip. finally I did booking with Uber and one go driver accept and picked me. Officer in the airport arraival terminal also not help full is simply rejected my request. Pleas use other service insted of PickMe Pick me has blocked my account insted of taking action against their unprofessional drivers. 😁😁,1,2026-03-18 15:48:11,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8088021874427795,Driver Behavior & Safety,high,400,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"very bad, the delivery is delayed more than 2 hrs and it really worse the customer service couldn't cancel the order, worst",1,2026-03-17 18:40:43,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6186448931694031,Support & Refunds,medium,123,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
the rob us. rates are too much..,1,2026-03-17 15:15:29,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3072435855865478,Pricing & Bidding,low,32,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
useless customer service with an outdated app,1,2026-03-16 15:32:55,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6427317261695862,Support & Refunds,medium,45,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"PickMe drivers are completely useless now. The rates have increased significantly, and to make matters worse, when you book a ride, you have to wait for a long time. Even if it says they’ll arrive in 5 minutes, it takes more than 10 minutes for the driver to show up. PickMe is just not worth it anymore; Uber is much better now. I am deleting the PickMe app today.",1,2026-03-16 12:19:30,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6186984181404114,Driver Behavior & Safety,medium,365,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
drivers accept rides and then cancel.. periodically and there is no punishment for this behaviour. Uber is a safer choice when available.,1,2026-03-16 08:53:50,English,Negative,0.9292,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9026119112968444,Driver Behavior & Safety,high,137,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"navigation not working, charges increased, too hungry",3,2026-03-15 12:57:20,English,Negative,0.9991,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6912617683410645,App Bugs,high,53,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
your driver alive or die very slow and wast of the time finally i got metter taxi i unistall this app my phone,1,2026-03-15 10:27:06,English,Negative,0.9965,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6185164451599121,Driver Behavior & Safety,medium,110,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"app not working ,opened but still loading screen",1,2026-03-14 19:19:35,English,Negative,0.9946,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6607961654663086,App Bugs,high,48,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
The app allows multiple possibilities to get scammed by drivers. I cannot recommend ever using Card as payment method as it allows many scam methods. When using cash always monitor the route the driver takes. We were overcharged because the driver took a longer route on purpose. Another time the driver went into the direction of his home town and just threw us out of the car charging the full fare. Pickme support does nothing if you ask for help. They just close the ticket without response.,1,2026-03-13 13:16:54,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5825971364974976,Support & Refunds,medium,495,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
worst.mostly app crash when im ending a trip. take long time to display hire fare. pickme map lag every time when turning. trash.,1,2026-03-13 09:27:08,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.918893814086914,App Bugs,high,129,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
"Very disappointed with this app. I was charged additional fees (surcharges) without any prior notification, and the extra charge was more than 100% of the original hire amount. Customer support did not provide a clear or satisfactory explanation. I request the developer to review this issue and arrange a refund for the unfair charge. I will update my review once the matter is resolved.",1,2026-03-12 14:23:03,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7058991193771362,Support & Refunds,high,388,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
worst app for food deliveries.,1,2026-03-10 22:41:14,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2778498828411102,App Bugs,low,30,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
driver did not take me to the destination I book the ride. i had to pay extra.,2,2026-03-07 21:27:18,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8116243481636047,Driver Behavior & Safety,high,78,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
so bad I was like waiting for my ride like 20 to 30 min and still didn't came... I book a took took and a bike both didn't came.. great job 👏,1,2026-03-06 08:30:17,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9478387236595154,Driver Behavior & Safety,high,141,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
it gets long time to update the location,1,2026-03-05 18:01:30,English,Negative,0.9966,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3760530948638916,App Bugs,low,40,zero-shot-bart-large-mnli,App Bugs,keyword_rule
the worst experience I had . all the drivers are cancelling on me even tho I had a emergency. 3 drives accepted and cancelled. will never use this app ever again in my life I got late for work because of this . never can relay on this app,1,2026-03-04 17:23:47,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8682305216789246,Driver Behavior & Safety,high,238,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"prices are going soooo up, normally I go for 270 now 459.",1,2026-03-04 07:26:28,English,Negative,0.9884,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7562461495399475,Pricing & Bidding,high,57,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
showing location very weak and,2,2026-03-03 14:23:13,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5920218825340271,Driver Behavior & Safety,medium,30,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"PickMe is getting worse day by day. PickMe allows create 'duplicate' PickMe accounts, and even tries to force us to pay the unpaid order value for orders made by the dupe account. A few weeks back, my app was reset twice. Last week a driver left me in a middle of a round trip and charged extra. After a complaint was made the app was not working properly and I updated. Happy to say the app no longer works. And there's no way of knowing what happened with the complaint.",1,2026-03-03 03:43:53,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6759878396987915,Driver Behavior & Safety,high,472,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Today I had a very disappointing experience with your service. I have been using this app for the past 8 years, and I have never faced an incident like this before.Today, I booked a ride from Nugegoda to Bodhirukkarama Road. The usual distance is around 2.5 km. When I arranged the PickMe ride, the displayed fare was 265 LKR. Based on that amount, I confirmed the booking. However, at the end of the trip, I was charged 465 LKR. Normally, for this route, even a road taxi charges only around 230 LKR",1,2026-03-02 22:12:45,English,Negative,0.9964,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3672253787517547,Pricing & Bidding,low,500,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"I have been very dissatisfied with the pickMe app lately. When ordering pickMe food, the app showed that the order had been accepted, but the restaurant got the order 15 minutes late. After the driver picks up the order, the map doesn't show clearly where he is and the order is 45 minutes late.",3,2026-03-02 08:59:32,English,Negative,0.9993,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4509190618991852,Delivery Issues,medium,295,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"I arranged a PickMe Flash delivery to collect a watch worth Rs. 20,000 from a shop. The rider picked up the package but immediately cancelled the ride and has not answered my calls since. It has been over a week, and I have neither received the package nor a proper update from PickMe. We trusted your platform to ensure safe and secure delivery. I am extremely disappointed with how this matter has been handled.",1,2026-03-01 21:11:36,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7491106986999512,Driver Behavior & Safety,high,413,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
one of the scam platforms,1,2026-03-01 16:16:55,English,Negative,0.9993,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2702645361423492,Pricing & Bidding,low,25,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
"I am very disappointed with the service today. I placed an order and the relevant amount was deducted from my account. However, the outlet staff informed me that they did not receive my order. The PickMe team also could not clearly explain what happened. This caused a waste of my time.and also I previously made a complaint regarding a ride. The agent agreed to refund my amount and closed the complaint in the PickMe app about one or two months ago. However, I still have not received my funds.",1,2026-03-01 13:27:06,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.9226901531219482,Support & Refunds,high,496,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
such a slow app,1,2026-02-28 22:36:08,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6249046325683594,App Bugs,medium,15,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"pick me driver demanded 1900Rs, but the App clearly said it was 1280Rs, I had to pay, because driver said he was promised by the App the price was 1900Rs, that is why he took the job. Either the driver was a lier, OR, the pickme App is ripping us off. I will go to Uber and pay lot more, because they have been honest",1,2026-02-27 00:34:25,English,Negative,0.9979,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8369355201721191,Driver Behavior & Safety,high,317,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"too slow, to have food arrive, we should at least book it 5 hrs before.",2,2026-02-26 14:22:35,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6045312285423279,Delivery Issues,medium,71,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"Never use the PickMe courier service, it’s extremely disappointing. The deliveries are actually handled by CityPack, and their service quality is very poor. You can check the reviews yourself. When I used this service, it took 5 to 7 days for my parcel to be delivered. I’m very disappointed with the PickMe app.",1,2026-02-26 10:36:38,English,Negative,0.9998,NEGATIVE,"privacy, security, data, account safety",0.3426044881343841,Privacy & Security,low,312,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
literally Today Pickme just played with me i booked For A RIDE But Suddenly I dont Know What happened There were 5 to 6 Difference Riders Were waiting on the PiCkup Point at Last I was Forced to Cancel other Rider Booking Even pickme has Charged for That Too Even tho its some PiCkme's Technical Fault Atleast Please Limit Ride booking maximum To 2 Other wise there will be so many issues like this in Future Thank You,5,2026-02-25 21:25:44,English,Negative,0.9975,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6786364912986755,Driver Behavior & Safety,high,418,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Great.. but price is expensive than Uber.. so I'm not using this app anymore,4,2026-02-22 17:46:08,English,Negative,0.9913,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.5281304121017456,Pricing & Bidding,medium,76,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
EDIT - 22nd Of February 2026 Really Disappointed With PickMe Service. Still It Shows Different Charges To Same Location. Every Few Minutes It Shows Different Fare. SCAM 🛑 Old Review - Rates Are Changing With In Minutes For Same Location. 181.90 -> 191.90 -> 200.00 Is This SCAM?,1,2026-02-22 10:23:17,English,Negative,0.9987,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3155206441879272,Pricing & Bidding,low,278,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
